short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,club_jersey_number,club_contract_valid_until_year,nationality_name,nation_jersey_number,preferred_foot,international_reputation,pace,shooting,dribbling,passing,physic,defending,PlayerID,ClubID,LeagueID,Professionalism,Ambition,Leadership,Loyalty,InjuryProneness
S. Bain,Scott Bain,GK,66,66,275000,2000,33,19,2026,Scotland,,Right,1,,,,,,,6947,119,7,80,50,75,75,55
D. Kotarski,Dominik Kotarski,GK,77,81,11500000,14000,25,42,2030,Croatia,12,Right,1,,,,,,,6948,266,99,75,75,70,70,40
M. Hermansen,Mads Hermansen,GK,76,81,9000000,27000,24,1,2030,Denmark,16,Right,1,,,,,,,6949,19,1,70,80,65,70,40
E. Çakır,Eren Çakır,CM,50,64,110000,1000,21,87,2026,Türkiye,,Right,1,49,40,55,47,38,44,6950,197,11,60,70,45,70,45
A. Meret,Alex Meret,GK,82,84,26000000,72000,28,1,2027,Italy,12,Left,3,,,,,,,6951,72,4,80,75,80,80,45
M. Litherland,Matthew Litherland,CB,54,72,275000,2000,19,40,2027,England,,Right,1,61,27,44,37,57,53,6952,226,13,65,65,60,65,50
Y. Benkhaleq,Yahya Benkhaleq,CB,57,64,300000,4000,23,4,2029,Morocco,,Right,1,58,23,38,37,65,57,6953,171,10,70,70,65,70,45
Đ. Petrović,Đorđe PetrovićЂорђе Петровић,GK,80,85,24500000,45000,25,1,2030,Serbia,,Right,1,,,,,,,6954,3,1,75,75,70,65,40
A. Batalla,Augusto Martín Batalla Barga,GK,79,80,13500000,19000,29,13,2030,Argentina,,Right,1,,,,,,,6955,33,2,75,65,70,75,50
S. Britschgi,Sascha Britschgi,"RB, LB, RM",52,70,190000,2000,18,27,2030,Switzerland,,Right,1,67,27,47,31,56,49,6956,73,4,65,65,60,65,50
Y. Bounou,Yassine Bounouياسين بونو,GK,82,82,5000000,37000,34,37,2026,Morocco,1,Left,3,,,,,,,6957,176,10,85,65,85,75,55
A. Al Mutairi,Adel Al Mutairi,"CB, LB",53,66,210000,2000,20,62,2028,Saudi Arabia,,Left,1,62,23,41,36,55,55,6958,185,10,65,65,60,65,50
Y. Mvogo,Yvon Landry Mvogo Nganoma,GK,76,76,4000000,13000,31,38,2027,Switzerland,,Right,1,,,,,,,6959,85,5,80,60,75,75,45
De Gea,David de Gea Quintana,GK,85,85,9000000,55000,34,43,2028,Spain,,Right,3,,,,,,,6960,64,4,85,70,85,70,55
K. Frees,Kelven Olagie Frees,CB,60,70,500000,4000,20,45,2029,Germany,,Right,1,58,23,37,38,71,58,6961,51,3,65,65,60,65,50
M. Frejd Pålsson,Malte Vilhelm Frejd Pålsson,CB,56,72,350000,1000,19,44,2028,Sweden,,Left,1,60,23,42,35,58,56,6962,276,99,65,65,60,65,50
R. Pasveer,Remko Pasveer,GK,75,75,625000,5000,41,22,2026,Netherlands,,Right,1,,,,,,,6963,97,6,80,60,75,75,55
A. Khatir,Ahmed Khatir,CB,53,64,190000,1000,20,13,2028,Morocco,,Right,1,56,30,36,33,64,52,6964,184,10,65,65,60,65,50
M. Bizot,Marco Bizot,GK,78,78,2400000,61000,34,40,2027,Netherlands,,Right,2,,,,,,,6965,2,1,80,70,80,85,55
N. Al Ghulaimish,Nawaf Abdullah Al Gulaymishنواف الغليميش,"RB, RM",54,68,250000,2000,20,66,2030,Saudi Arabia,,Right,1,63,26,44,40,57,50,6966,185,10,65,65,60,65,50
A. Al Harfi,Ammar Al Harfi,"RB, RW, RM",54,61,210000,2000,24,33,2027,Saudi Arabia,,Right,1,61,28,44,31,54,55,6967,184,10,70,65,65,65,50
I. Pilcher,Ian Pilcher,"CB, LB",53,59,140000,900,22,25,2025,United States,,Left,1,55,27,37,47,56,53,6968,151,8,70,65,65,65,45
A. Murić,Arijanet Anan Murić,GK,72,75,2400000,23000,26,49,2026,Kosovo,,Right,1,,,,,,,6969,76,4,75,60,70,65,40
Bruno Varela,Bruno Miguel Semedo Varela,GK,74,75,3200000,10000,30,14,2027,Cabo Verde,,Right,1,,,,,,,6970,175,10,80,55,75,75,45
G. Escudero,Gonzalo Escudero,CB,53,73,240000,1000,18,43,2025,Argentina,,Left,1,52,27,39,40,56,54,6971,254,99,65,65,60,65,50
Miguel Carvalho,Miguel Carvalho Vianna,"CAM, CM",48,61,110000,2000,20,80,2026,Brazil,,Left,1,59,35,47,51,46,35,6972,175,10,60,65,45,65,45
S. Scuffet,Simone Scuffet,GK,72,74,1900000,6000,29,22,2028,Italy,,Right,1,,,,,,,6973,74,4,75,55,70,75,50
N. Trabucchi,Nicolas Trabucchi,CB,56,71,300000,2000,17,63,2028,Italy,,Right,1,66,25,43,37,55,57,6974,73,4,65,65,60,65,50
J. Zoet,Jeroen Zoet,GK,69,69,240000,7000,34,41,2027,Netherlands,,Right,1,,,,,,,6975,98,6,80,50,75,75,55
T. Lang,Tom Lang,"CB, RB, RM",56,58,140000,1000,28,4,2027,Scotland,,Right,1,58,25,41,33,59,59,6976,119,7,75,55,70,75,60
G. Tubbs,Garrison Isaiah Tubbs,CB,61,67,475000,1000,23,16,2025,United States,,Right,1,54,24,34,31,65,63,6977,133,8,70,70,65,70,45
S. Reid,Seymour Reid,ST,51,65,130000,650,17,99,2028,Jamaica,,Right,1,60,54,51,39,48,23,6978,144,8,55,65,50,65,55
W. Omsberg,Wyatt Omsberg,CB,62,62,325000,2000,29,16,2025,United States,,Right,1,36,24,34,40,70,63,6979,143,8,75,55,70,75,60
Cláudio Ramos,Cláudio Pires Morais Ramos,GK,73,73,1000000,7000,33,14,2027,Portugal,,Right,1,,,,,,,6980,219,12,80,55,75,80,55
P. Pentz,Patrick Pentz,GK,72,75,2200000,8000,28,1,2028,Austria,,Left,1,,,,,,,6981,265,99,75,55,70,75,50
Joan García,Joan García Pons,GK,83,89,46500000,55000,24,13,2031,Spain,,Right,3,,,,,,,6982,24,2,75,90,75,75,40
J. Huth,Jannik Huth,GK,69,69,750000,9000,31,24,2030,Germany,,Right,1,,,,,,,6983,48,3,80,55,75,80,45
Diogo Costa,Diogo Meireles da Costa,GK,84,89,49500000,14000,25,99,2027,Portugal,1,Right,3,,,,,,,6984,219,12,80,80,80,70,35
K. Akyazı,Kaan Akyazı,"LW, LM",48,64,120000,1000,19,70,2028,Türkiye,,Right,1,67,50,50,39,47,23,6985,203,11,55,65,50,65,55
D. Chong-Qui,Dominik Chong Qui,"LB, LM",52,75,240000,500,17,50,2028,United States,,Left,1,65,27,47,32,55,48,6986,127,8,65,65,60,65,50
Sergio Herrera,Sergio Herrera Pirón,GK,79,79,8500000,25000,32,1,2026,Spain,,Right,1,,,,,,,6987,32,2,80,60,75,75,55
S. Romero,Sergio Germán Romero,GK,74,74,475000,7000,38,1,2025,Argentina,,Right,1,,,,,,,6988,256,99,80,55,75,80,55
C. Coosemans,Colin Maurice Coosemans,GK,77,77,5000000,20000,32,26,2027,Belgium,,Right,1,,,,,,,6989,260,99,80,65,75,80,55
H. Van Crombrugge,Hendrik Van Crombrugge,GK,69,69,700000,8000,32,1,2026,Belgium,,Left,1,,,,,,,6990,257,99,80,50,75,75,55
M. Flekken,Mark Flekken,GK,78,78,7000000,43000,32,1,2028,Netherlands,23,Right,3,,,,,,,6991,43,3,85,60,85,75,55
Héniton Pires,Héniton Enaldo Pires Tramontino,GK,80,80,14500000,25000,29,1,2028,Brazil,,Right,1,,,,,,,6992,162,9,75,70,70,75,50
O. Ustari,Oscar Alfredo Ustari,GK,69,69,150000,2000,38,19,2025,Argentina,,Right,1,,,,,,,6993,138,8,80,55,75,80,55
C. Kelleher,Caoimhín Odhrán Kelleher,GK,79,82,17500000,46000,26,1,2030,Republic of Ireland,1,Right,1,,,,,,,6994,4,1,75,75,70,70,40
W. Benítez,Walter Daniel Benítez,GK,79,79,8500000,55000,32,44,2027,Argentina,,Right,2,,,,,,,6995,8,1,80,70,80,85,55
D. Baiera,Andrew Baiera,"RB, RM",51,63,130000,650,18,38,2027,United States,,Right,1,61,28,49,33,47,48,6996,144,8,65,65,60,65,50
A. Al Harbi,Abdulmalik Abdullah Saud Al Harbiعبدالملك الحربي,"LW, LM",50,64,110000,1000,19,47,2028,Saudi Arabia,,Right,1,70,40,52,43,48,27,6997,179,10,55,70,50,70,55
C. Coronel,Carlos Miguel Coronel,GK,72,75,2200000,5000,28,31,2025,Paraguay,,Right,1,,,,,,,6998,145,8,75,55,70,75,50
Ł. Fabiański,Łukasz Marek Fabiański,GK,75,75,625000,16000,40,22,2026,Poland,,Right,2,,,,,,,6999,19,1,80,65,80,80,55
K. Nielsen,Kenneth Wilson Nielsen,CB,53,60,170000,900,23,45,2025,United States,,Right,1,64,25,35,41,53,56,7000,140,8,70,70,65,70,45
J. Atangana,Jamie Atangana,ST,51,69,150000,1000,17,45,2028,Switzerland,,Left,1,61,50,49,38,48,21,7001,263,99,55,65,50,65,55
M. Al Shammari,Mohammed Al Shammari,"LB, LM",51,65,130000,2000,18,93,2026,Saudi Arabia,,Left,1,63,30,47,33,51,48,7002,183,10,65,65,60,65,50
Pacheco,Fernando Pacheco Flores,GK,73,73,1000000,10000,33,1,2026,Spain,,Left,1,,,,,,,7003,173,10,80,50,75,75,55
M. Akinmboni,Matai Akinmboni,CB,55,74,300000,5000,18,45,2030,United States,,Left,1,54,25,38,36,60,56,7004,3,1,65,65,60,65,50
D. Riznyk,Dmytro RiznykРізник Дмитро Григорович,GK,74,78,4500000,12000,26,31,2027,Ukraine,1,Right,1,,,,,,,7005,282,99,75,60,70,65,40
E. Morales,Efraín Andrés Morales Badillo,CB,59,74,525000,1000,21,24,2025,Bolivia,,Right,1,53,23,34,38,63,62,7006,135,8,65,70,60,70,50
G. Kobel,Gregor Kobel,GK,86,89,66500000,52000,27,1,2028,Switzerland,,Right,4,,,,,,,7007,45,3,85,90,90,70,35
J. Bursik,Josef John Bursik,GK,65,71,925000,3000,24,26,2027,England,,Left,1,,,,,,,7008,238,13,70,65,65,65,40
T. Gigena,Thiago Gael Gigena Ruiz,ST,51,62,130000,1000,19,35,2028,Argentina,,Right,1,51,49,48,34,58,25,7009,255,99,55,65,50,65,55
O. Baumann,Oliver Baumann,GK,83,83,4000000,21000,35,1,2028,Germany,1,Right,3,,,,,,,7010,51,3,85,65,85,75,55
J. McLaughlin,Jonathan Peter McLaughlin,GK,66,66,90000,5000,37,33,2026,Scotland,,Right,1,,,,,,,7011,234,13,80,55,75,80,55
N. Sessock,Nyk Sessock,"RB, RM",52,55,100000,1000,25,66,2025,United States,,Right,1,63,24,46,31,51,51,7012,127,8,75,60,70,65,50
Y. Tsukada,Yutaro Tsukada塚田 悠太郎,"LW, RW, LM",49,55,70000,800,23,34,2025,Japan,,Right,1,65,53,51,39,39,23,7013,146,8,60,70,55,70,55
A. Al Obaid,Abdulrahman Al Obaid,CB,54,66,240000,3000,20,83,2028,Saudi Arabia,,Right,1,59,25,37,37,67,52,7014,177,10,65,70,60,70,50
K. Darlow,Karl Darlow,GK,72,72,400000,24000,34,26,2026,Wales,1,Right,1,,,,,,,7015,11,1,80,55,75,80,55
J. Steele,Jason Sean Steele,GK,73,73,525000,37000,34,23,2026,England,,Right,1,,,,,,,7016,5,1,80,55,75,80,55
Rui Silva,Rui Tiago Dantas da Silva,GK,81,81,13500000,17000,31,1,2028,Portugal,22,Left,3,,,,,,,7017,222,12,85,75,85,85,45
A. Sharahili,Anwar Sharahili,"RW, RM",49,62,110000,1000,19,60,2028,Saudi Arabia,,Right,1,61,50,53,41,40,23,7018,175,10,65,65,60,65,50
K. Schopp,Konstantin Schopp,CB,56,73,350000,3000,19,23,2029,Austria,,Right,1,59,25,37,37,64,55,7019,54,3,65,65,60,65,50
O. Graham-Roache,Owen Graham-Roache,ST,52,76,250000,650,17,35,2026,Canada,,Right,1,72,52,52,35,56,18,7020,135,8,55,70,50,70,55
M. Hitz,Marwin Hitz,GK,74,74,475000,8000,37,1,2026,Switzerland,,Right,1,,,,,,,7021,262,99,80,55,75,80,55
B. Kabongolo,Brooklyn Kabongolo,CB,56,65,300000,1000,22,23,2027,France,,Right,1,61,25,37,30,66,55,7022,123,7,70,65,65,65,45
Z. Al Jari,Ziyad Maher Al Jariزياد ماهر الجري,"CB, RB",54,64,220000,2000,23,4,2026,Saudi Arabia,,Right,1,52,30,37,32,64,54,7023,173,10,70,65,65,65,45
N. Olij,Nick Olij,GK,77,78,8000000,15000,29,1,2029,Netherlands,,Right,1,,,,,,,7024,109,6,75,70,70,80,50
L. Vigouroux,Lawrence Ian Vigouroux,GK,71,71,1000000,13000,31,22,2026,Chile,,Left,1,,,,,,,7025,245,13,80,50,75,75,45
M. Anderson,Markus Adeniyi Anderson Adedeji,"LW, LM",50,60,110000,700,21,35,2026,United States,,Right,1,69,52,54,37,38,24,7026,147,8,65,65,60,65,50
Arnau Tenas,Arnau Tenas Ureña,GK,74,80,5500000,14000,24,25,2029,Spain,,Right,1,,,,,,,7027,40,2,70,65,65,65,40
R. Bürki,Roman Bürki,GK,77,77,1800000,7000,34,1,2025,Switzerland,,Right,3,,,,,,,7028,150,8,85,65,85,80,55
R. Sallinger,Raphael Lukas Sallinger,GK,70,70,1100000,4000,29,1,2028,Austria,,Right,1,,,,,,,7029,121,7,75,55,70,75,50
A. AL Khaibari,Abdulrahman AL Khaibari,"RB, RM",52,56,100000,2000,25,22,2026,Saudi Arabia,,Right,1,60,25,42,31,54,53,7030,187,10,75,65,70,70,50
M. Al Dawsari,Mohammed Al Dawsari,CB,54,62,220000,2000,24,55,2026,Saudi Arabia,,Right,1,52,25,38,39,63,55,7031,186,10,70,70,65,70,50
M. Kuzucu,Mehmet Kuzucu,"LM, RM, LW",51,59,130000,1000,21,93,2027,Türkiye,,Right,1,64,43,57,46,33,20,7032,197,11,60,70,45,70,45
T. Wellenreuther,Timon Janis Wellenreuther,GK,76,77,6000000,11000,29,22,2027,Germany,,Right,1,,,,,,,7033,100,6,75,70,70,80,50
T. Kaminski,Thomas Kaminski,GK,74,74,2100000,9000,32,1,2028,Belgium,,Right,1,,,,,,,7034,228,13,80,50,75,75,55
Túlio Changas,Túlio Sebastião Changas Tramontino,GK,72,72,1600000,11000,29,23,2028,Brazil,,Right,1,,,,,,,7035,167,9,75,60,70,80,50
P. Gollini,Pierluigi Gollini,GK,74,74,2800000,26000,30,95,2027,Italy,,Right,1,,,,,,,7036,75,4,80,60,75,80,45
Cho Young Kwang,Young-kwang Cho조영광,"RB, RM",49,60,100000,650,21,24,2030,Korea Republic,,Right,1,63,25,48,34,50,45,7037,275,99,65,65,60,65,50
Álvaro Augusto,Álvaro Ribeiro de Brito Augusto,CB,56,73,350000,1000,20,22,2027,Brazil,,Right,1,69,24,32,39,65,55,7038,136,8,65,70,60,70,50
F. Dahmen,Finn Gilbert Dahmen,GK,77,79,9500000,21000,27,1,2026,Germany,,Right,1,,,,,,,7039,41,3,75,75,70,70,40
A. Al Hudaybi,Ammar Al Hudaybi,"RB, RM",48,64,110000,1000,18,37,2028,Saudi Arabia,,Right,1,54,27,49,32,49,47,7040,173,10,65,65,60,65,50
N. Pintus,Nicola Pintus,CB,58,72,450000,1000,20,23,2029,Italy,,Right,1,39,29,44,42,52,60,7041,61,4,65,65,60,65,50
S. Johnstone,Samuel Luke Johnstone,GK,76,76,3700000,37000,32,31,2028,England,,Right,2,,,,,,,7042,20,1,80,65,80,80,55
L. Mpasi,Lionel M'Pasi N'Zau,GK,67,67,675000,4000,30,77,2027,Congo DR,,Right,1,,,,,,,7043,82,5,80,60,75,80,45
B. Verbruggen,Bart Verbruggen,GK,78,84,18500000,39000,22,1,2028,Netherlands,1,Right,1,,,,,,,7044,5,1,70,80,65,70,35
S. Dimitrievski,Stole DimitrievskiСтоле Димитриевски,GK,79,79,9500000,28000,31,1,2026,North Macedonia,,Right,1,,,,,,,7045,39,2,80,60,75,75,45
B. Özer,Berke Özer,GK,77,80,11000000,17000,25,1,2029,Türkiye,,Right,1,,,,,,,7046,84,5,75,70,70,65,40
R. Zentner,Robin Zentner,GK,78,78,9500000,20000,30,27,2028,Germany,,Right,2,,,,,,,7047,54,3,80,65,80,75,45
J. Espínola,Juan Ángel Espínola González,GK,71,71,1200000,6000,30,12,2028,Paraguay,,Right,1,,,,,,,7048,255,99,80,55,75,75,45
D. Iversen,Daniel Lønne Iversen,GK,70,72,1500000,7000,27,1,2029,Denmark,,Right,1,,,,,,,7049,239,13,75,60,70,65,40
Adrián,Adrián San Miguel del Castillo,GK,73,73,350000,8000,38,13,2026,Spain,,Right,1,,,,,,,7050,34,2,80,50,75,75,55
M. Bell,Matthew Bell,ST,51,60,130000,1000,22,25,2025,Jamaica,,Right,1,53,52,47,36,52,17,7051,149,8,60,65,55,65,55
R. Allsop,Ryan Allsop,GK,68,68,400000,14000,33,21,2027,England,,Right,1,,,,,,,7052,225,13,80,55,75,80,55
F. Jörgensen,Filip Jørgensen,GK,77,83,13500000,45000,23,12,2031,Denmark,22,Right,1,,,,,,,7053,7,1,70,85,65,75,35
J. Naafo,Jonas Naafo,ST,53,66,220000,3000,19,60,2028,United Arab Emirates,,Right,1,52,54,51,34,48,17,7054,171,10,55,70,50,70,55
A. Sipić,Adem Sipić,ST,50,61,100000,700,19,77,2027,United States,,Right,1,58,49,46,32,59,23,7055,142,8,55,65,50,65,55
M. Perin,Mattia Perin,GK,78,78,7000000,62000,32,1,2027,Italy,,Right,2,,,,,,,7056,68,4,80,70,80,85,55
P. Gallese,Pedro David Gallese Quiroz,GK,72,72,250000,3000,35,1,2025,Peru,,Left,1,,,,,,,7057,146,8,80,55,75,80,55
J. Musso,Juan Agustín Musso,GK,79,79,9500000,42000,31,1,2028,Argentina,16,Right,1,,,,,,,7058,23,2,80,60,75,75,45
A. Gunn,Angus Fraser James Gunn,GK,72,74,1900000,34000,29,18,2026,Scotland,1,Right,1,,,,,,,7059,16,1,75,65,70,85,50
A. Lafont,Alban Lafont,GK,75,77,5500000,14000,26,40,2027,Côte d'Ivoire,,Right,1,,,,,,,7060,269,99,75,75,70,70,40
E. Weaver,Ernie Weaver,CB,52,70,190000,850,18,30,2026,England,,Right,1,57,27,41,32,59,52,7061,242,13,65,65,60,65,50
M. Vandevoordt,Maarten Vandevoordt,GK,76,86,14500000,21000,23,26,2029,Belgium,,Right,1,,,,,,,7062,53,3,70,75,65,65,35
Ł. Skorupski,Łukasz Skorupski,GK,79,79,3000000,35000,34,1,2026,Poland,12,Right,2,,,,,,,7063,60,4,80,60,80,75,55
M. Crépeau,Maxime Crépeau,GK,69,69,750000,3000,31,16,2025,Canada,,Right,1,,,,,,,7064,148,8,80,50,75,75,45
Ø. Nyland,Ørjan Håskjold Nyland,GK,76,76,1300000,19000,34,13,2026,Norway,1,Right,1,,,,,,,7065,38,2,80,65,75,80,55
B. Drągowski,Bartłomiej Drągowski,GK,76,79,7500000,14000,27,69,2028,Poland,25,Right,1,,,,,,,7066,269,99,75,75,70,70,40
F. Cambeses,Facundo Nicolás Cambeses,GK,72,73,1900000,9000,28,25,2026,Argentina,,Right,1,,,,,,,7067,254,99,75,55,70,75,50
A. Kalın,Ali Osman Kalın,ST,53,79,375000,1000,17,26,2027,Türkiye,,Right,1,55,55,48,38,46,18,7068,197,11,55,70,50,70,55
J. Neeley,Jack Neeley,"CB, RB",56,73,350000,1000,20,39,2026,United States,,Right,1,55,25,36,30,58,60,7069,129,8,65,65,60,65,50
V. Radojević,Viktor Radojević,"LB, LM",49,58,100000,600,20,60,2027,Serbia,,Left,1,60,25,44,31,52,47,7070,130,8,65,70,60,70,50
T. Reid-Brown,Tahir Yazid Reid-Brown,"LB, LM",48,68,120000,550,18,29,2027,United States,,Left,1,78,28,42,33,49,42,7071,146,8,65,70,60,70,50
K. Trapp,Kevin Christian Trapp,GK,81,81,4400000,39000,34,35,2028,Germany,,Right,3,,,,,,,7072,92,5,85,70,85,80,55
J. Prior,Jérôme Prior,GK,68,69,925000,3000,29,28,2028,France,,Left,1,,,,,,,7073,123,7,75,55,70,75,50
J. Lumley,Joseph Patrick Lumley,GK,70,70,1100000,13000,30,13,2027,England,,Right,1,,,,,,,7074,227,13,80,55,75,75,45
R. Mitchell,Roald Mitchell,ST,50,61,110000,850,22,33,2026,United States,,Right,1,67,52,49,36,43,18,7075,145,8,60,65,55,65,55
Paulo Victor,Paulo Victor Mileo Vidotti,GK,75,75,625000,6000,38,48,2026,Brazil,,Left,1,,,,,,,7076,189,11,80,60,75,75,55
A. Blake,Andre Jason Blake,GK,75,75,950000,6000,34,18,2026,Jamaica,,Right,2,,,,,,,7077,147,8,80,60,80,75,55
M. Seiler,Mats Seiler,"CB, LB",53,70,230000,2000,19,55,2026,Switzerland,,Left,1,64,26,33,29,62,53,7078,264,99,65,65,60,65,50
D. Vazquez,David Vazquez,"LW, LM",49,67,120000,650,19,19,2026,United States,,Left,1,67,50,51,39,39,22,7079,151,8,55,65,50,65,55
J. Blaswich,Janis Jonathan Blaswich,GK,73,73,525000,30000,34,28,2027,Germany,,Right,1,,,,,,,7080,43,3,80,50,75,75,55
C. Rushworth,Carl Andrew Rushworth,GK,72,80,4500000,25000,23,19,2026,England,,Left,1,,,,,,,7081,229,13,70,65,65,65,35
R. Olsen,Robin Patrick Olsen,GK,73,73,350000,4000,35,30,2029,Sweden,1,Right,1,,,,,,,7082,276,99,80,50,75,75,55
Simão Donatinho,Simão Alvin Donatinho Garcia,GK,75,75,3800000,12000,29,1,2028,Brazil,,Left,1,,,,,,,7083,160,9,75,70,70,80,50
G. Caraballo,Gustavo Andres Caraballo Delgado,"RW, LW, RM",50,76,190000,500,16,65,2027,Venezuela,,Left,1,61,46,54,43,39,21,7084,146,8,60,70,45,70,45
Gabriel Batista,Gabriel Batista de Souza,GK,73,77,3200000,5000,27,1,2028,Brazil,,Right,1,,,,,,,7085,221,12,75,65,70,70,40
L. Bossin,Liam Cathal Bossin,GK,65,67,600000,3000,29,39,2027,Republic of Ireland,,Right,1,,,,,,,7086,100,6,75,60,70,80,50
L. Burney,Leo Burney,CB,55,65,250000,900,23,4,2025,United States,,Right,1,51,26,34,31,68,54,7087,153,8,70,70,65,70,45
W. Yarbrough,William Paul Yarbrough Story,GK,66,66,90000,1000,36,25,2025,United States,,Right,1,,,,,,,7088,138,8,80,55,75,80,55
C. Cupps,Christopher Cupps,CB,52,77,240000,500,17,38,2028,United States,,Right,1,58,28,39,31,60,52,7089,130,8,65,70,60,70,50
É. Mendy,Édouard Osoque Mendy,GK,80,80,7000000,32000,33,16,2026,Senegal,,Right,3,,,,,,,7090,171,10,85,70,85,80,55
C. McGhee,Cole McGhee,CB,54,69,240000,900,19,28,2026,England,,Left,1,44,27,39,36,62,54,7091,242,13,65,65,60,65,50
M. Crocombe,Maxime Teremoana Crocombe,GK,65,65,375000,7000,31,15,2027,New Zealand,,Right,1,,,,,,,7092,235,13,80,50,75,75,45
G. Restes,Guillaume Restes,GK,78,86,26500000,9000,20,1,2028,France,,Left,1,,,,,,,7093,96,5,65,75,60,65,40
S. Moore,Simon William Moore,GK,66,66,90000,7000,35,21,2026,England,,Right,1,,,,,,,7094,17,1,80,60,75,85,55
G. Bazunu,Gavin Okeroghene Bazunu,GK,73,80,5000000,20000,23,31,2027,Republic of Ireland,16,Right,1,,,,,,,7095,243,13,70,70,65,70,35
Álvaro Valles,Álvaro Vallés Rosa,GK,79,82,17000000,20000,27,1,2030,Spain,,Right,3,,,,,,,7096,34,2,80,70,80,65,35
M. Al Rubaie,Mohammed Faraj Al Rubaie Al Yamiمحمد الربيعي اليامي,GK,62,65,400000,5000,27,17,2027,Saudi Arabia,,Right,1,,,,,,,7097,176,10,75,60,70,65,40
K. Müller,Kevin Müller,GK,74,74,725000,17000,34,1,2027,Germany,,Right,1,,,,,,,7098,50,3,80,55,75,80,55
Kim Hyeon Deok,Hyeon-deok Kim김현덕,CB,51,61,120000,800,20,15,2030,Korea Republic,,Right,1,52,21,35,36,60,50,7099,275,99,65,65,60,65,50
M. Safonov,Matvey SafonovСафонов Матвей Евгеньевич,GK,78,82,15000000,43000,26,39,2029,Russia,,Right,1,,,,,,,7100,93,5,75,80,70,75,40
J. Bond,Jonathan Henry Bond,GK,68,68,600000,3000,32,31,2026,England,,Right,1,,,,,,,7101,137,8,80,50,75,75,55
A. Trubin,Anatolii TrubinТрубін Анатолій Володимирович,GK,80,87,36000000,12000,23,1,2028,Ukraine,12,Right,3,,,,,,,7102,210,12,75,85,75,70,35
K. Haug,Christian Kjetil Haug,GK,70,74,1700000,8000,27,16,2026,Norway,,Right,1,,,,,,,7103,96,5,75,60,70,65,40
Bae Hyun Seo,Hyun-seo Bae배현서,"LB, RB, LM",49,64,110000,650,20,33,2028,Korea Republic,,Right,1,60,25,46,30,48,49,7104,275,99,65,65,60,65,50
T. Carson,Trevor Carson,GK,64,64,60000,900,37,31,2026,Northern Ireland,,Right,1,,,,,,,7105,117,7,80,50,75,75,55
M. Diaw,Mory Diaw,GK,70,70,800000,6000,32,99,2027,Senegal,,Right,1,,,,,,,7106,82,5,80,55,75,80,55
A. Bodart,Arnaud Bodart,GK,73,77,3200000,13000,27,16,2027,Belgium,,Right,1,,,,,,,7107,84,5,75,60,70,65,40
D. Bentley,Daniel Ian Bentley,GK,71,71,1000000,24000,31,25,2027,England,,Right,1,,,,,,,7108,20,1,80,55,75,80,45
M. Rodák,Marek Rodák,GK,74,76,3600000,17000,28,1,2027,Slovakia,,Right,1,,,,,,,7109,172,10,75,55,70,75,50
L. Montipò,Lorenzo Montipò,GK,76,77,6000000,9000,29,1,2026,Italy,,Right,1,,,,,,,7110,66,4,75,65,70,75,50
V. Babacan,Volkan Babacan,GK,70,70,180000,4000,36,1,2026,Türkiye,,Right,1,,,,,,,7111,200,11,80,50,75,75,55
Leo Román,Leonardo Román Riquelme,GK,77,83,13500000,15000,24,1,2030,Spain,,Right,1,,,,,,,7112,31,2,70,75,65,65,40
I. Meslier,Illan Stéphane Meslier,GK,72,75,2400000,21000,25,16,2026,France,,Left,1,,,,,,,7113,11,1,75,65,70,70,40
M. Penders,Mike Louis Penders,GK,73,84,5500000,21000,19,39,2026,Belgium,,Left,1,,,,,,,7114,95,5,65,70,60,70,40
Pichu Cuéllar,Iván Cuéllar Sacristán,GK,67,67,110000,4000,41,25,2026,Spain,,Left,1,,,,,,,7115,31,2,80,50,75,75,55
E. Caprile,Elia Caprile,GK,76,83,13000000,6000,23,1,2029,Italy,,Right,1,,,,,,,7116,61,4,70,75,65,65,35
Choi Jun Yeong,Jun-yeong Choi최준영,"CB, CM",51,61,120000,750,19,66,2028,Korea Republic,,Left,1,62,25,35,34,60,52,7117,275,99,65,65,60,65,50
M. Al Dowaish,Mohammed Ali Abdulaziz Al Dowaish,"RB, CB, RM",51,64,140000,2000,21,47,2027,Saudi Arabia,,Right,1,59,23,36,31,57,53,7118,174,10,65,65,60,65,50
Rubén Blanco,Rubén Blanco Veiga,GK,73,74,2300000,18000,29,36,2026,Spain,,Right,1,,,,,,,7119,87,5,75,65,70,85,50
A. Haraj,Amjad Haraj,"CB, RB",51,69,140000,2000,18,60,2028,Saudi Arabia,,Right,1,59,24,37,31,53,53,7120,185,10,65,65,60,65,50
Gabri Prestão,Bernard Gabriel Prestão Chaves,GK,79,79,12000000,20000,29,16,2028,Brazil,,Right,1,,,,,,,7121,166,9,75,70,70,80,50
V. Barkas,Vasilis Cornelius BarkasΒασίλειος Μπάρκας,GK,74,74,2200000,8000,31,1,2028,Greece,,Left,1,,,,,,,7122,113,6,80,55,75,80,45
E. Audero,Emil Audero Mulyadi,GK,78,79,11000000,52000,28,1,2026,Indonesia,,Right,1,,,,,,,7123,63,4,75,65,70,75,50
